name,nat,dob,bp,ateam,league,year,dteam,overall,removed,why,height,weight,pos,shoots
Marcel Goc,DEU,1983-08-24,"Calw, Germany",Schwenningen,GERMANY,2001-01-01,28,20,N,,73.0,202.0,C,L
Colby Armstrong,CAN,1982-11-23,"Lloydminster, SK  CAN",Red Deer,WHL,2001-01-01,5,21,N,,74.0,195.0,RW,R
Jiri Novotny,CZE,1983-08-12,"Pelhrimov, Czech Republic",Budejovice,CZE,2001-01-01,7,22,N,,75.0,204.0,C,R
Tim Gleason,USA,1983-01-29,"Clawson, MI  USA",Windsor,OHL,2001-01-01,9,23,N,,72.0,217.0,D,L
Lukas Krajicek,CZE,1983-03-11,"Prostejov, Czech Republic",Peterborough,OHL,2001-01-01,13,24,N,,75.0,205.0,D,L
Alexander Perezhogin,KAZ,1983-08-10,"Ust-Kamenogorsk, Kazakhstan",Omsk,Russia,2001-01-01,8,25,N,,72.0,211.0,C,L
Jason Bacashihua,USA,1982-09-20,"Garden City, MI  USA",Chicago,NAHL,2001-01-01,25,26,N,,71.0,177.0,G,L
Jeff Woywitka,CAN,1983-09-01,"Vermilion, AB  CAN",Red Deer,WHL,2001-01-01,4,27,N,,75.0,227.0,D,L
Adrian Foster,CAN,1982-01-15,"Lethbridge, AB  CAN",Saskatoon,WHL,2001-01-01,1,28,N,,73.0,200.0,LW,L
Adam Munro,CAN,1982-11-12,"St. George, ON  CAN",Erie,OHL,2001-01-01,16,29,N,,73.0,187.0,G,L
David Steckel,USA,1982-03-15,"Milwaukee, WI  USA",Ohio State U.,CCHA,2001-01-01,26,30,N,,77.0,217.0,C,L
Matthew Spiller,CAN,1983-02-07,"Daysland, AB  CAN",Seattle,WHL,2001-01-01,27,31,N,,77.0,233.0,D,L
Derek Roy,CAN,1983-05-04,"Ottawa, ON  CAN",Kitchener,OHL,2001-01-01,7,32,N,,69.0,184.0,C,L
Timofei Shishkanov,RUS,1983-06-10,"Moscow, Russia",Spartak,Russia-Jr.,2001-01-01,18,33,N,,73.0,213.0,C,R
Greg Watson,CAN,1983-03-02,"Eastend, SK  CAN",Prince Albert,WHL,2001-01-01,13,34,N,,73.0,208.0,C,L
Mark Popovic,CAN,1982-10-11,"Stoney Creek, ON  CAN",Toronto St. Michael'S,OHL,2001-01-01,24,35,N,,73.0,205.0,D,L
Kyle Wanvig,CAN,1981-01-29,"Calgary, AB  CAN",Red Deer,WHL,2001-01-01,30,36,N,,74.0,210.0,RW,R
Duncan Milroy,CAN,1983-02-08,"Edmonton, AB  CAN",Swift Current,WHL,2001-01-01,8,37,N,,73.0,196.0,RW,R
Tim Jackman,USA,1981-11-14,"Minot, ND  USA",Minnesota State-Mankato,WCHA,2001-01-01,29,38,N,,76.0,220.0,RW,R
Karel Pilar,CZE,1977-12-23,"Prague, Czech Republic",Litvinov,CZE,2001-01-01,10,39,N,,75.0,207.0,D,R
Fedor Tyutin,RUS,1983-07-19,"Izhevsk, Russia",St. Petersburg,Russia,2001-01-01,3,40,N,,74.0,214.0,D,L
Andrei Taratukhin,RUS,1983-02-22,"Omsk, Russia",Omsk,Russia,2001-01-01,20,41,N,,72.0,198.0,C,L
Tomas Slovak,SVK,1983-04-05,"Kosice, Slovakia",Kosice,SVK,2001-01-01,18,42,N,,73.0,191.0,D,R
Doug Lynch,CAN,1983-04-04,"N. Vancouver, BC  CAN",Red Deer,WHL,2001-01-01,22,43,N,,75.0,214.0,D,L
Igor Pohanka,SVK,1983-07-05,"Piestany, Slovakia",Prince Albert,WHL,2001-01-01,1,44,N,,75.0,185.0,C,L
Martin Podlesak,CZE,1982-09-26,"Melník, Czech Republic",Lethbridge,WHL,2001-01-01,27,45,N,,78.0,219.0,C,L
Michael Zigomanis,CAN,1981-01-17,"Toronto, ON  CAN",Kingston,OHL,2001-01-01,12,46,N,,72.0,200.0,C,R
Alexander Polushin,RUS,1983-05-08,"Kirov, Russia",Tver,Russia,2001-01-01,14,47,N,,75.0,216.0,C,L
Juha Tuomas Pihlman,FIN,1982-11-13,"Espoo, Finland",Jyvaskyla,FINLAND,2001-01-01,1,48,N,,74.0,215.0,C,L
Michael Cammalleri,CAN,1982-06-08,"Toronto, ON  CAN",U. Of Michigan,CCHA,2001-01-01,26,49,N,,69.0,182.0,C,L
Chris Thorburn,CAN,1983-06-03,"Sault Ste. Marie, ON  CAN",North Bay,OHL,2001-01-01,7,50,N,,75.0,230.0,C,R
Jaroslav Bednar,CZE,1976-11-09,"Prague, Czech Republic",Ifk,FINLAND,2001-01-01,26,51,N,,72.0,198.0,C,R
Edward Caron,USA,1982-04-30,"Nashua, NH  USA",Phillips-Exeter,USHSE,2001-01-01,22,52,N,,74.0,214.0,LW,L
Kiel Mcleod,CAN,1982-12-30,"Fort Saskatchewan, AB  CAN",Kelowna,WHL,2001-01-01,29,53,N,,78.0,240.0,C,R
Noah Welch,USA,1982-08-26,"Brighton, MA  USA",St. Sebastian'S School,USHSE,2001-01-01,5,54,N,,76.0,215.0,D,L
Jason Pominville,CAN,1982-11-30,"Repentigny, QC  CAN",Shawinigan,QMJHL,2001-01-01,7,55,N,,72.0,185.0,RW,R
Andrei Medvedev,RUS,1983-04-01,"Moscow, Russia",Spartak,Russia,2001-01-01,20,56,N,,72.0,202.0,G,L
Jay Mcclement,CAN,1983-03-02,"Kingston, ON  CAN",Brampton,OHL,2001-01-01,19,57,N,,73.0,205.0,C,L
Nathan Paetsch,CAN,1983-03-30,"Leroy, SK  CAN",Moose Jaw,WHL,2001-01-01,15,58,Y,Unsigned,73.0,198.0,D,L
Matt Keith,CAN,1983-04-11,"Edmonton, AB  CAN",Spokane,WHL,2001-01-01,16,59,N,,74.0,200.0,RW,R
Victor Uchevatov,RUS,1983-02-10,"Angarsk, Russia",Yaroslavl,Russia,2001-01-01,1,60,N,,76.0,205.0,D,L
Andreas Holmqvist,SWE,1981-07-23,"Stockholm, Sweden",Hammarby,SWEDEN-JR.,2001-01-01,14,61,N,,75.0,187.0,D,R
Igor Grigorenko,RUS,1983-04-09,"Samara, Russia",Togliatti,Russia,2001-01-01,17,62,N,,71.0,205.0,RW,R
Peter Budaj,SVK,1982-09-18,"Banská Bystrica, Slovakia",Toronto St. Michael'S,OHL,2001-01-01,21,63,N,,73.0,200.0,G,L
Tomas Malec,SVK,1982-05-13,"Skalica, Slovakia",Rimouski,QMJHL,2001-01-01,13,64,N,,74.0,215.0,D,L
Brendan Bell,CAN,1983-03-31,"Ottawa, ON  CAN",Ottawa,OHL,2001-01-01,10,65,N,,74.0,211.0,D,L
Fedor Fedorov,RUS,1981-06-11,"Moscow, Russia",Sudbury,OHL,2001-01-01,23,66,N,,76.0,240.0,LW,L
Robin Leblanc,CHE,1983-01-11,"Chur, Switzerland",Baie Comeau,QMJHL,2001-01-01,1,67,N,,73.0,177.0,RW,R
Grant Mcneill,CAN,1983-06-08,"Vermilion, AB  CAN",Prince Albert,WHL,2001-01-01,13,68,N,,74.0,214.0,D,L
Joel Stepp,CAN,1983-02-11,"Estevan, SK  CAN",Red Deer,WHL,2001-01-01,24,69,N,,72.0,185.0,C,L
Yared Hagos,SWE,1983-03-27,"Stockholm, Sweden",Aik,SWEDEN,2001-01-01,25,70,N,,73.0,202.0,C,L
Tomas Plekanec,CZE,1982-10-31,"Kladno, Czech Republic",Kladno,CZE,2001-01-01,8,71,N,,71.0,198.0,LW,L
Brandon Nolan,CAN,1983-07-18,"St. Catharines, ON  CAN",Oshawa,OHL,2001-01-01,1,72,Y,Unsigned,73.0,192.0,C,L
Craig Anderson,USA,1981-05-21,"Park Ridge, IL  USA",Guelph,OHL,2001-01-01,16,73,N,,74.0,180.0,G,L
Chris Heid,CAN,1983-03-14,"Langley, BC  CAN",Spokane,WHL,2001-01-01,30,74,N,,73.0,205.0,D,L
Denis Platonov,RUS,1981-11-06,"Saratov, Russia",Saratov - Rus Jr.,Russia-Jr.,2001-01-01,18,75,N,,75.0,205.0,RW,L
Oliver Setzinger,AUT,1983-07-11,"Horn, Austria",Ilves,FINLAND,2001-01-01,18,76,N,,72.0,180.0,C,L
Darren Mclachlan,CAN,1983-02-16,"Penticton, BC  CAN",Seattle,WHL,2001-01-01,6,77,N,,73.0,230.0,LW,L
Beat Forster,CHE,1983-02-02,"Herisau, Switzerland",Davos,SUI,2001-01-01,27,78,N,,73.0,209.0,D,L
Garth Murray,CAN,1982-09-17,"Regina, SK  CAN",Regina,WHL,2001-01-01,3,79,N,,74.0,210.0,C,L
Michael Garnett,CAN,1982-11-25,"Saskatoon, SK  CAN",Saskatoon,WHL,2001-01-01,11,80,N,,73.0,210.0,G,L
Neil Komadoski,USA,1982-02-10,"St. Louis, MO  USA",U. Of Notre Dame,CCHA,2001-01-01,9,81,N,,73.0,212.0,D,L
Jay Harrison,CAN,1982-11-03,"Oshawa, ON  CAN",Brampton,OHL,2001-01-01,10,82,N,,76.0,211.0,D,L
Henrik Juntunen,SWE,1983-04-24,"Göteborg, Sweden",Karpat,FINLAND,2001-01-01,26,83,N,,74.0,185.0,RW,R
Kenny Smith,USA,1981-12-31,"Stoneham, MA  USA",Harvard U.,ECAC,2001-01-01,22,84,N,,74.0,209.0,D,R
Aaron Johnson,CAN,1983-04-30,"Port Hawkesbury, NS  CAN",Rimouski,QMJHL,2001-01-01,29,85,N,,73.0,208.0,D,L
Scott Polaski,USA,1982-08-04,"Colorado Springs, CO  USA",Sioux City,USHL,2001-01-01,27,180,N,,74.0,182.0,RW,R
Vitali Smolyninov,KAZ,1983-08-05,"Karaganda, Kazakhstan",Neftechimik Jr.,Russia,2001-01-01,14,261,N,,75.0,205.0,C,L
Daniel Boisclair,CAN,1982-11-02,"Sept-Iles, QC  CAN",Cape Breton,QMJHL,2001-01-01,12,181,N,,74.0,185.0,G,L
Tom Cavanagh,USA,1982-03-24,"Warwick, RI  USA",Phillips-Exeter,USHSE,2001-01-01,28,182,N,,72.0,200.0,RW,L
Jaroslav Sklenar,CZE,1982-11-22,"Ivanci, Czech Republic",Brno,CZE JR.,2001-01-01,10,183,N,,72.0,167.0,C,R
Scott Horvath,USA,1982-02-14,"Bridgeport, CT  USA",U. Mass-Amherst,H-EAST,2001-01-01,21,184,N,,75.0,228.0,RW,R
Mikael Svensk,SWE,1983-02-28,"Gällstad, Sweden",Frolunda Jr.,SWEDEN,2001-01-01,22,185,N,,74.0,191.0,D,R
Petr Puncochar,CZE,1983-06-08,"Tabor, Czech Republic",Karlovy Vary,CZE,2001-01-01,16,186,N,,73.0,202.0,D,R
Artem Vostrikov,RUS,1983-03-23,"Kazan, Russia",Togliatti Jr.,Russia,2001-01-01,29,187,N,,73.0,172.0,C,L
Art Femenella,USA,1982-06-06,"New York City, NY  USA",Sioux City,USHL,2001-01-01,14,188,N,,79.0,234.0,D,R
Pasi Nurminen,FIN,1975-12-17,"Lahti, Finland",Jokerit,FINLAND,2001-01-01,11,189,N,,70.0,215.0,G,L
Brett Scheffelmaier,CAN,1981-03-31,"Coronation, AB  CAN",Medicine Hat,WHL,2001-01-01,19,190,N,,76.0,200.0,D,R
Zbynek Novak,CZE,1983-07-23,"Kutna Hora, Czech Republic",Slavia Jr.,CZE,2001-01-01,15,191,N,,74.0,192.0,C,L
Jussi Jokinen,FIN,1983-04-01,"Kalajoki, Finland",Karpat Jr.,FINLAND,2001-01-01,25,192,N,,71.0,198.0,C,L
Brooks Laich,CAN,1983-06-23,"Wawota, SK  CAN",Moose Jaw,WHL,2001-01-01,9,193,N,,74.0,200.0,C,L
James Massen,USA,1982-01-13,"Bismarck, ND  USA",Sioux Falls,USHL,2001-01-01,1,194,N,,73.0,218.0,RW,R
Nick Pannoni,CAN,1982-11-06,"Cardston, AB  CAN",Seattle,WHL,2001-01-01,17,195,N,,71.0,155.0,G,L
Charlie Stephens,CAN,1981-04-05,"Londonown, ON  CAN",Guelph,OHL,2001-01-01,21,196,N,,76.0,225.0,C,R
Jan Holub,CZE,1983-05-03,"Liberec, Czech Republic",Liberec Jr.,CZE,2001-01-01,2,197,N,,75.0,185.0,D,L
Ivan Kolozvary,SVK,1983-02-16,"Ilavaslava, Slovakia",Trencin Jr.,SVK,2001-01-01,10,198,N,,72.0,169.0,C,L
Matt Suderman,CAN,1983-01-27,"Winnipeg, MB  CAN",Saskatoon,WHL,2001-01-01,11,199,N,,74.0,224.0,D,L
Toni Koivisto,FIN,1982-11-05,"Ylitornio, Finland",Lukko,FINLAND,2001-01-01,13,200,N,,72.0,189.0,C,L
Colin Fitzrandolph,USA,1982-06-07,"Potsdam, NY  USA",Phillips-Exeter,USHSE,2001-01-01,11,201,N,,75.0,195.0,C,L
Derek Boogaard,CAN,1982-06-23,"Saskatoon, SK  CAN",Prince George,WHL,2001-01-01,30,202,N,,79.0,265.0,C,L
Andrew Archer,CAN,1983-05-15,"Calgary, AB  CAN",Guelph,OHL,2001-01-01,8,203,N,,76.0,194.0,D,R
Raffaele Sannitz,CHE,1983-05-18,"Mendrisio, Switzerland",Lugano,SUI,2001-01-01,29,204,N,,73.0,212.0,C,L
Teemu Jaaskelainen,FIN,1983-06-07,"Tampere, Finland",Ilves Jr.,FINLAND,2001-01-01,16,205,N,,72.0,198.0,D,L
Petr Preucil,CZE,1983-01-21,"Most, Czech Republic",Quebec,QMJHL,2001-01-01,3,206,N,,73.0,168.0,C,L
Garett Bembridge,CAN,1981-07-06,"Melfort, SK  CAN",Saskatoon,WHL,2001-01-01,20,207,N,,72.0,164.0,RW,R
Thierry Douville,CAN,1983-04-18,"Laval, QC  CAN",Baie Comeau,QMJHL,2001-01-01,4,208,N,,76.0,212.0,D,L
Jordan Sigalet,CAN,1981-02-19,"New Westminster, BC  CAN",Victoria,BCJHL,2001-01-01,6,209,N,,73.0,180.0,G,L
Steve Belanger,USA,1983-05-20,"Anchorage, AK  USA",Kamloops,WHL,2001-01-01,27,210,N,,73.0,198.0,G,L
Sean Curry,USA,1982-04-29,"Burnsville, MN  USA",Tri-City,WHL,2001-01-01,12,211,N,,76.0,230.0,D,R
Jason King,CAN,1981-09-14,"Corner Brook, NL  CAN",Halifax,QMJHL,2001-01-01,23,212,N,,72.0,193.0,RW,L
Jan Chovan,SVK,1983-09-07,"Bratislava, Slovakia",Belleville,OHL,2001-01-01,10,213,N,,71.0,178.0,G,L
Cristobal Huet,FRA,1975-09-03,"St-Martin-d'Hères, France",Lugano,SUI,2001-01-01,26,214,N,,73.0,205.0,G,L
Dan Baum,CAN,1983-06-04,"Biggar, SK  CAN",Prince George,WHL,2001-01-01,22,215,N,,72.0,169.0,C,L
Oleg Minakov,RUS,1983-02-18,"Elektrostal, Russia",Elektrostal,Russia-Jr.,2001-01-01,16,216,N,,74.0,183.0,RW,L
Tomas Duba,CZE,1981-07-02,"Prague, Czech Republic",Sparta Jr.,CZE,2001-01-01,5,217,N,,72.0,176.0,G,L
Jan Platil,CZE,1983-02-09,"Kladno, Czech Republic",Barrie,OHL,2001-01-01,9,218,N,,74.0,213.0,D,L
Dennis Packard,CAN,1982-02-09,"St. Catharines, ON  CAN",Harvard U.,ECAC,2001-01-01,14,219,N,,77.0,214.0,LW,L
David Moss,USA,1981-12-28,"Livonia, MI  USA",Cedar Rapids,USHL,2001-01-01,20,220,N,,75.0,200.0,LW,L
Johnny Oduya,SWE,1981-10-01,"Stockholm, Sweden",Victoriaville,QMJHL,2001-01-01,15,221,N,,72.0,190.0,D,L
Jeremy Van Hoof,CAN,1981-08-12,"Lindsay, ON  CAN",Ottawa,OHL,2001-01-01,14,222,N,,74.0,200.0,D,L
Brandon Bochenski,USA,1982-04-04,"Blaine, MN  USA",Lincoln,USHL,2001-01-01,9,223,N,,73.0,195.0,RW,R
Tony Martensson,SWE,1980-06-23,"Brynas, Sweden",Brynas,SWEDEN,2001-01-01,24,224,N,,72.0,192.0,C,L
David Printz,SWE,1980-07-24,"Stockholm, Sweden",Great Falls,AWHL,2001-01-01,4,225,N,,77.0,220.0,D,L
Pontus Petterstrom,SWE,1982-04-21,"Nybro, Sweden",Tingsryd,SWEDEN-JR.,2001-01-01,3,226,N,,72.0,180.0,C,L
Marek Svatos,SVK,1982-06-17,"Kosice, Slovakia",Kootenay,WHL,2001-01-01,21,227,N,,70.0,185.0,RW,R
Mike Bray,CAN,1982-12-17,"Halifax, NS  CAN",Quebec,QMJHL,2001-01-01,2,228,N,,75.0,208.0,RW,R
Aaron Voros,CAN,1981-07-02,"Vancouver, BC  CAN",Victoria,BCJHL,2001-01-01,1,229,N,,76.0,215.0,C,L
Leonid Zhvachin,RUS,1983-02-24,"Kazan, Russia",Podolsk Jr.,Russia,2001-01-01,3,230,N,,72.0,185.0,D,L
Kyle Bruce,CAN,1983-03-30,"Sechelt, BC  CAN",Prince Albert,WHL,2001-01-01,13,231,N,,72.0,181.0,RW,R
Martin Gerber,CHE,1974-09-03,"Burgdorf, Switzerland",Langnau,SUI,2001-01-01,24,232,N,,72.0,205.0,G,L
Joe Campbell,USA,1982-06-26,"Duluth, MN  USA",Des Moines,USHL,2001-01-01,20,233,N,,76.0,172.0,D,L
Calle Aslund,SWE,1983-03-29,"Haninge, Sweden",Huddinge,SWE D1,2001-01-01,7,234,N,,75.0,204.0,D,L
Neil Petruic,CAN,1982-07-30,"Regina, SK  CAN",Kindersley,SJHL,2001-01-01,9,235,N,,73.0,183.0,D,L
Vladimir Korsunov,RUS,1983-03-16,"Moscow, Russia",Spartak,Russia-Jr.,2001-01-01,24,105,N,,74.0,202.0,D,L
Christian Ehrhoff,DEU,1982-07-06,"Moers, Germany",Krefeld,GERMANY,2001-01-01,28,106,N,,74.0,203.0,D,L
Dimitri Patzold,KAZ,1983-02-03,"Kamenogorsk, Kazakhstan",Erding,GER JR,2001-01-01,28,107,N,,72.0,195.0,G,L
Tomi Maki,FIN,1983-08-19,"Helsinki, Finland",Jokerit Jr.,FINLAND,2001-01-01,20,108,N,,71.0,193.0,RW,L
Martti Jarventie,FIN,1976-04-04,"Tampere, Finland",Tps,FINLAND,2001-01-01,8,109,N,,71.0,196.0,D,L
Rob Zepp,CAN,1981-09-07,"Scarborough, ON  CAN",Plymouth,OHL,2001-01-01,12,110,N,,72.0,181.0,G,L
Matti Kaltiainen,FIN,1982-04-30,"Espoo, Finland",Blues Jr.,FINLAND,2001-01-01,6,111,N,,74.0,218.0,G,L
Milan Gajic,CAN,1981-06-01,"Vancouver, BC  CAN",Burnaby,BCJHL,2001-01-01,11,112,N,,71.0,182.0,C,R
Bryce Lampman,USA,1982-08-31,"Rochester, MN  USA",Omaha,USHL,2001-01-01,3,113,N,,73.0,205.0,D,L
Evgeny Gladskikh,RUS,1982-04-24,"Magnitogorsk, Russia",Magnitogorsk,Russia,2001-01-01,23,114,N,,72.0,176.0,LW,L
Vladimir Gusev,RUS,1982-11-24,"Primorskykray, Russia",Khabarovsk,Russia,2001-01-01,16,115,N,,73.0,189.0,D,L
Richard Petiot,CAN,1982-08-20,"Daysland, AB  CAN",Camrose,AJHL,2001-01-01,26,116,N,,75.0,215.0,D,L
Michael Woodford,USA,1981-10-04,"Boston, MA  USA",Cushing Academy,USHSE,2001-01-01,13,117,N,,71.0,185.0,RW,R
Brandon Rogers,USA,1982-02-27,"Rochester, NH  USA",Hotchkiss School,USHSE,2001-01-01,24,118,N,,73.0,190.0,D,R
Aleksey Zotkin,RUS,1982-02-05,"Magnitogorsk, Russia",Magnitogorsk,Russia,2001-01-01,16,119,N,,72.0,200.0,LW,L
Tomas Surovy,SVK,1981-09-24,"Banská Bystrica, Slovakia",Poprad,SVK,2001-01-01,5,120,N,,72.0,191.0,C,L
Drew Macintyre,CAN,1983-06-24,"Charlottetown, PE  CAN",Sherbrooke,QMJHL,2001-01-01,17,121,N,,73.0,190.0,G,L
Igor Valeev,RUS,1981-01-09,"Chelyabinsk, Russia",North Bay,OHL,2001-01-01,19,122,N,,71.0,203.0,RW,L
Aaron Lobb,CAN,1983-06-10,"Brucefield, ON  CAN",London,OHL,2001-01-01,14,123,N,,76.0,208.0,RW,R
Egor Shastin,UKR,1982-09-10,"Kiev, Ukraine",Omsk,Russia,2001-01-01,20,124,N,,69.0,172.0,C,L
Jeff Lucky,CAN,1983-03-17,"Regina, SK  CAN",Spokane,WHL,2001-01-01,15,125,N,,73.0,193.0,RW,R
Daniel Volrab,CZE,1983-03-11,"Decin, Czech Republic",Sparta,CZE,2001-01-01,25,126,N,,72.0,180.0,C,L
Christoph Schubert,DEU,1982-02-05,"Munich, Germany",Munchen,GERMANY,2001-01-01,9,127,N,,75.0,230.0,D,L
Andrei Posnov,RUS,1981-11-19,"Krylja, Russia",Krylja,Russia-Jr.,2001-01-01,1,128,N,,73.0,185.0,RW,R
Miroslav Blatak,CZE,1982-05-25,"Zlin, Czech Republic",Zlin,CZE,2001-01-01,17,129,N,,71.0,172.0,D,L
Colt King,CAN,1983-03-04,"Thunder Bay, ON  CAN",Guelph,OHL,2001-01-01,21,130,N,,74.0,221.0,LW,L
Ben Eaves,USA,1982-03-27,"Minneapolis, MN  USA",Boston College,H-EAST,2001-01-01,5,131,N,,68.0,180.0,C,R
Dusan Salficky,CZE,1972-03-28,"Chrudim, Czech Republic",Plzen,CZE,2001-01-01,2,132,N,,73.0,185.0,G,L
Jussi Markkanen,FIN,1975-05-08,"Imatra, Finland",Tappara,FINLAND,2001-01-01,22,133,N,,72.0,182.0,G,L
Kyle Wellwood,CAN,1983-05-16,"Windsor, ON  CAN",Belleville,OHL,2001-01-01,10,134,N,,70.0,181.0,C,R
Colin Stuart,USA,1982-07-08,"Rochester, MN  USA",Colorado College,WCHA,2001-01-01,11,135,N,,74.0,205.0,C,L
Billy Thompson,CAN,1982-09-24,"Saskatoon, SK  CAN",Prince George,WHL,2001-01-01,13,136,N,,74.0,200.0,G,L
Joel Perrault,CAN,1983-04-06,"Montreal, QC  CAN",Baie Comeau,QMJHL,2001-01-01,24,137,N,,74.0,212.0,C,R
Paul Lynch,USA,1982-04-23,"Salem, MA  USA",Valley Jr. Warriors,EJHL,2001-01-01,14,138,N,,75.0,195.0,D,L
Shawn Collymore,CAN,1983-05-02,"LaSalle, QC  CAN",Quebec,QMJHL,2001-01-01,3,139,N,,71.0,180.0,RW,R
Tomas Plihal,CZE,1983-03-28,"Frydlant, Czech Republic",Liberec Jr.,CZE,2001-01-01,28,140,N,,73.0,210.0,C,L
Cole Jarrett,CAN,1983-01-04,"Sault Ste. Marie, ON  CAN",Plymouth,OHL,2001-01-01,29,141,N,,70.0,200.0,D,L
Tommi Jaminki,FIN,1983-02-11,"Turku, Finland",Blues Jr.,FINLAND,2001-01-01,16,142,N,,72.0,183.0,LW,R
Frantisek Skladany,SVK,1982-04-22,"Martin, Slovakia",Boston University,H-EAST,2001-01-01,21,143,N,,72.0,185.0,LW,L
Cody Mccormick,CAN,1983-04-18,"London, ON  CAN",Belleville,OHL,2001-01-01,21,144,N,,75.0,221.0,C,R
James Hakewill,USA,1982-06-07,"Wilmette, IL  USA",Westminster,USHSE,2001-01-01,20,145,N,,75.0,205.0,D,L
Jussi Timonen,FIN,1983-06-29,"Kuopio, Finland",Kalpa,Finland Jr.,2001-01-01,4,146,N,,72.0,200.0,D,L
Jiri Jakes,CZE,1982-10-04,"Prague, Czech Republic",Brandon,WHL,2001-01-01,6,147,N,,76.0,225.0,RW,L
David Klema,USA,1982-04-03,"Roseau, MN  USA",Des Moines,USHL,2001-01-01,27,148,N,,72.0,178.0,C,L
Mikko Viitanen,FIN,1982-02-18,"Rajamaki, Finland",Ahmat,Fin D1,2001-01-01,21,149,N,,75.0,218.0,D,L
Bernd Bruckler,AUT,1981-09-26,"Graz, Austria",Tri-Cities,USHL,2001-01-01,4,150,N,,73.0,180.0,G,L
Kevin Bieksa,CAN,1981-06-16,"Grimsby, ON  CAN",Bowning Green,CCHA,2001-01-01,23,151,N,,73.0,198.0,D,R
Terry Denike,CAN,1981-04-16,"Burlington, ON  CAN",Weyburn,SJHL,2001-01-01,26,152,N,,74.0,190.0,G,L
Tuukka Mantyla,FIN,1981-05-25,"Tampere, Finland",Tappara,FINLAND,2001-01-01,26,153,N,,69.0,176.0,D,L
Jake Brenk,USA,1982-04-16,"Detroit Lakes, MN  USA",Breck School,USHSW,2001-01-01,22,154,N,,74.0,187.0,C,R
Mario Cartelli,CZE,1979-11-16,"Karviná, Czech Republic",Trinec,CZE,2001-01-01,11,262,N,,73.0,196.0,D,R
Michal Vondrka,CZE,1983-05-17,"Ceské Budejovice, Czech Republic",Budejovice,CZE,2001-01-01,7,155,N,,72.0,180.0,LW,R
Andy Schneider,USA,1981-07-31,"Grand Forks, ND  USA",Lincoln,USHL,2001-01-01,5,156,N,,72.0,220.0,D,L
Andreas Jamtin,SWE,1983-05-04,"Stockholm, Sweden",Farjestad,SWEDEN,2001-01-01,17,157,N,,72.0,191.0,RW,R
Roman Malek,CZE,1977-09-25,"Slavia, Czech Republic",Slavia,CZE,2001-01-01,4,158,N,,71.0,161.0,G,L
Dimitri Semin,RUS,1983-08-14,"Moscow, Russia",Spartak,Russia-Jr.,2001-01-01,19,159,N,,70.0,185.0,C,L
Artem Ternavsky,RUS,1983-06-02,"Magnitogorsk, Russia",Sherbrooke,QMJHL,2001-01-01,15,160,N,,74.0,208.0,D,L
Mike Smith,CAN,1982-03-22,"Kingston, ON  CAN",Sudbury,OHL,2001-01-01,25,161,N,,76.0,215.0,G,L
Stefan Schauer,DEU,1983-01-12,"Scongau, Germany",Riebersee,GER D1,2001-01-01,9,162,N,,73.0,193.0,D,L
Andreas Salomonsson,SWE,1973-12-19,"Ornskolds, Sweden",Djurgarden,SWEDEN,2001-01-01,1,163,N,,73.0,200.0,C,L
Yuri Trubachev,RUS,1983-03-09,"Cherepovets, Russia",St. Petersburg,Russia,2001-01-01,20,164,N,,69.0,187.0,C,L
Pierre-Luc Emond,CAN,1982-10-10,"Valleyfield, QC  CAN",Drummondville,QMJHL,2001-01-01,21,165,N,,72.0,193.0,C,L
Andy Chiodo,CAN,1983-04-25,"Toronto, ON  CAN",Toronto St. Michael'S,OHL,2001-01-01,2,166,Y,Unsigned,71.0,192.0,G,L
Michal Blazek,CZE,1982-04-02,"Vsetin, Czech Republic",Vsetin Jr.,CZE,2001-01-01,25,167,N,,74.0,187.0,D,L
Maxim Kondratiev,RUS,1983-01-20,"Togliatti, Russia",Togliatti Jr.,Russia,2001-01-01,10,168,N,,73.0,197.0,D,L
Dustin Johner,CAN,1983-03-06,"Estevan, SK  CAN",Seattle,WHL,2001-01-01,13,169,N,,70.0,181.0,C,R
Jan Tabacek,SVK,1980-04-07,"Martin, Slovakia",Martin,SVK,2001-01-01,24,170,N,,71.0,169.0,D,L
Eric Himelfarb,CAN,1983-01-01,"Thornhill, ON  CAN",Sarnia,OHL,2001-01-01,8,171,N,,69.0,161.0,C,R
Dennis Seidenberg,DEU,1981-07-18,"Schwenningen, Germany",Mannheim,GERMANY,2001-01-01,4,172,N,,73.0,210.0,D,L
Justin Aikins,CAN,1982-01-12,"Surrey, BC  CAN",Langley,BCJHL,2001-01-01,29,173,N,,72.0,177.0,C,L
Alexander Golvin,RUS,1983-03-26,"Moscow, Russia",Omsk Jr.,Russia,2001-01-01,16,174,N,,71.0,192.0,LW,R
Ryane Clowe,CAN,1982-09-30,"St. John's, NL  CAN",Rimouski,QMJHL,2001-01-01,28,175,N,,74.0,225.0,RW,L
Marek Zidlicky,CZE,1977-02-03,"Most, Czech Republic",Ifk,FINLAND,2001-01-01,3,176,N,,71.0,190.0,D,R
Andrei Razin,RUS,1973-10-23,"Togliatti, Russia",Magnitogorsk,Russia,2001-01-01,4,177,N,,71.0,177.0,C,L
Anton Lavrentiev,RUS,1983-08-25,"Elektrostal, Russia",Kazan Jr.,Russia,2001-01-01,18,178,N,,76.0,196.0,D,R
